Year,State,Break_Out,smoke_pct,dont_smoke_pct
2022,PA,65+,8.600000000000003,91.4
2022,PR,18-24,,
2022,PR,25-34,10.800000000000006,89.2
2022,PR,35-44,13.600000000000001,86.4
2022,PR,45-54,12.200000000000006,87.8
2022,PR,55-64,11.5,88.5
2022,PR,65+,6.199999999999999,93.9
2022,RI,18-24,,
2022,RI,25-34,10.8,89.2
2022,RI,35-44,17.1,82.8
2022,RI,45-54,15.9,84.1
2022,RI,55-64,14.7,85.4
2022,RI,65+,8.4,91.6
2022,SC,18-24,,
2022,SC,25-34,15.9,84.1
2022,SC,35-44,22.1,78.0
2022,SC,45-54,20.5,79.5
2022,SC,55-64,19.8,80.2
2022,SC,65+,8.899999999999999,91.1
2022,SD,18-24,,
2022,SD,25-34,16.3,83.7
2022,SD,35-44,17.5,82.6
2022,SD,45-54,17.4,82.6
2022,SD,55-64,17.9,82.2
2022,SD,65+,8.9,91.0
2022,TN,18-24,,
2022,TN,25-34,18.1,81.9
2022,TN,35-44,26.2,73.7
2022,TN,45-54,21.0,79.0
2022,TN,55-64,27.0,73.0
2022,TN,65+,12.0,88.0
2022,TX,18-24,6.0,94.0
2022,TX,25-34,11.7,88.3
2022,TX,35-44,13.899999999999999,86.1
2022,TX,45-54,15.1,84.9
2022,TX,55-64,14.5,85.5
2022,TX,65+,9.3,90.7
2022,UT,18-24,4.3000000000000025,95.7
2022,UT,25-34,7.8,92.2
2022,UT,35-44,9.3,90.69999999999999
2022,UT,45-54,6.9,93.0
2022,UT,55-64,8.5,91.60000000000001
2022,UT,65+,3.3,96.7
2022,VA,18-24,5.000000000000003,95.0
2022,VA,25-34,14.2,85.9
2022,VA,35-44,13.899999999999999,86.10000000000001
2022,VA,45-54,14.5,85.5
2022,VA,55-64,16.299999999999997,83.8
2022,VA,65+,8.4,91.6
2022,VI,18-24,,
2022,VI,25-34,,
2022,VI,35-44,,
2022,VI,45-54,,
2022,VI,55-64,,
2022,VI,65+,,
2022,VT,18-24,,
2022,VT,25-34,14.0,86.1
2022,VT,35-44,17.2,82.8
2022,VT,45-54,14.8,85.1
2022,VT,55-64,17.3,82.69999999999999
2022,VT,65+,8.6,91.4
2022,WA,18-24,5.2,94.8
2022,WA,25-34,10.8,89.19999999999999
2022,WA,35-44,11.7,88.2
2022,WA,45-54,11.7,88.2
2022,WA,55-64,12.6,87.5
2022,WA,65+,7.300000000000001,92.6
2022,WI,18-24,8.2,91.8
2022,WI,25-34,15.5,84.5
2022,WI,35-44,20.7,79.3
2022,WI,45-54,16.5,83.5
2022,WI,55-64,16.9,83.1
2022,WI,65+,9.1,90.9
2022,WV,18-24,12.8,87.2
2022,WV,25-34,22.8,77.2
2022,WV,35-44,29.6,70.5
2022,WV,45-54,25.9,74.1
2022,WV,55-64,26.400000000000002,73.6
2022,WV,65+,12.6,87.5
2022,WY,18-24,,
2022,WY,25-34,18.5,81.5
2022,WY,35-44,18.1,81.8
2022,WY,45-54,15.8,84.3
2022,WY,55-64,16.9,83.1
2022,WY,65+,11.899999999999999,88.2
